x, y
0, 0
0.3177966101694915, -0.11904761904761907
0.7627118644067796, -0.2777777777777777
1.3665254237288136, -0.45238095238095255
2.0021186440677967, -0.6071428571428572
2.796610169491525, -0.753968253968254
3.559322033898305, -0.9007936507936509
4.322033898305085, -1.0357142857142858
4.989406779661016, -1.1746031746031746
5.688559322033898, -1.3214285714285714
6.3241525423728815, -1.4841269841269842
6.991525423728813, -1.6626984126984128
7.46822033898305, -1.8452380952380953
7.913135593220338, -2.007936507936508
8.294491525423728, -2.1666666666666665
8.675847457627118, -2.3095238095238093
9.025423728813559, -2.5
