x, y
0, 0
0.5402542372881356, -0.07936507936507953
1.3983050847457625, -0.17063492063492092
2.574152542372881, -0.25396825396825395
3.9088983050847457, -0.30952380952380976
5.275423728813559, -0.36904761904761907
6.705508474576271, -0.412698412698413
8.072033898305085, -0.46031746031746046
9.438559322033898, -0.4920634920634921
10.868644067796609, -0.5277777777777779
12.36228813559322, -0.5555555555555556
13.728813559322033, -0.5873015873015874
15.127118644067796, -0.6111111111111112
16.49364406779661, -0.6349206349206351
17.923728813559322, -0.6587301587301588
19.353813559322035, -0.6865079365079365
20.847457627118644, -0.7142857142857144
22.277542372881356, -0.7341269841269842
23.64406779661017, -0.753968253968254
25.07415254237288, -0.7817460317460319
26.50423728813559, -0.8015873015873016
27.902542372881356, -0.8214285714285716
30, -0.8531746031746033
