x, y
0, 0.0038520801232664326
1.0780287474332648, -0.24653312788906012
2.0636550308008212, -0.40061633281972275
3.0492813141683777, -0.5161787365177195
4.034907597535934, -0.6124807395993837
4.9897330595482545, -0.7087827426810478
5.9753593429158105, -0.7896764252696455
6.960985626283367, -0.8782742681047766
7.946611909650923, -0.9514637904468413
8.963039014373717, -1.024653312788906
9.948665297741274, -1.113251155624037
10.965092402464066, -1.1979969183359014
11.950718685831621, -1.2942989214175655
12.967145790554413, -1.3983050847457628
13.983572895277208, -1.5061633281972266
15, -1.6332819722650231
15.985626283367555, -1.7989214175654853
16.971252566735114, -2.014637904468413
17.987679671457904, -2.342064714946071
18.449691991786448, -2.5
