x, y
0, 0
0.6673728813559322, -0.11507936507936511
1.652542372881356, -0.2420634920634921
3.305084745762712, -0.3571428571428572
5.116525423728813, -0.45238095238095255
6.864406779661016, -0.5357142857142858
8.707627118644067, -0.5952380952380953
10.995762711864407, -0.6746031746031746
12.39406779661017, -0.7182539682539684
14.300847457627118, -0.773809523809524
16.175847457627118, -0.8293650793650795
18.01906779661017, -0.876984126984127
19.957627118644066, -0.9285714285714286
21.673728813559322, -0.9801587301587302
23.51694915254237, -1.0317460317460319
25.487288135593218, -1.0873015873015874
27.33050847457627, -1.138888888888889
29.078389830508474, -1.1904761904761905
