x, y
0, 0
0.9533898305084745, -0.11111111111111116
1.7796610169491525, -0.162698412698413
2.6377118644067794, -0.2063492063492065
3.527542372881356, -0.23809523809523814
4.4809322033898304, -0.2658730158730158
5.370762711864407, -0.29365079365079394
6.3559322033898304, -0.3214285714285716
7.2775423728813555, -0.3492063492063493
8.19915254237288, -0.3571428571428572
9.184322033898304, -0.38095238095238093
10.10593220338983, -0.4007936507936507
11.027542372881355, -0.41666666666666696
11.94915254237288, -0.4325396825396828
12.934322033898304, -0.44444444444444464
13.887711864406779, -0.4563492063492065
14.872881355932202, -0.46825396825396837
15.762711864406779, -0.4841269841269842
16.747881355932204, -0.5039682539682542
17.669491525423727, -0.5119047619047621
18.6864406779661, -0.523809523809524
19.639830508474574, -0.5396825396825398
20.497881355932204, -0.5476190476190477
21.483050847457626, -0.5555555555555556
22.404661016949152, -0.5634920634920637
23.421610169491526, -0.5793650793650795
24.375, -0.5912698412698414
25.233050847457626, -0.5912698412698414
26.281779661016948, -0.6031746031746033
27.139830508474574, -0.6071428571428572
28.156779661016948, -0.6190476190476191
29.110169491525422, -0.6309523809523812
30, -0.6388888888888891
