x, y
0, 0
1.0169491525423728, -0.2579365079365079
1.9385593220338981, -0.4007936507936507
2.955508474576271, -0.523809523809524
3.972457627118644, -0.6190476190476191
4.989406779661016, -0.7142857142857144
5.942796610169491, -0.7896825396825398
6.991525423728813, -0.876984126984127
7.944915254237288, -0.9484126984126986
8.961864406779661, -1.0317460317460319
9.978813559322033, -1.119047619047619
10.963983050847457, -1.2023809523809526
11.98093220338983, -1.2936507936507937
12.997881355932202, -1.392857142857143
13.983050847457626, -1.507936507936508
14.96822033898305, -1.6388888888888888
16.016949152542374, -1.7936507936507937
16.970338983050848, -2.0198412698412698
17.987288135593218, -2.3333333333333335
18.43220338983051, -2.5
