x, y
0, 0
0.34957627118644063, -0.0992063492063493
0.635593220338983, -0.21031746031746046
1.4300847457627117, -0.3928571428571428
2.2563559322033897, -0.5277777777777779
3.0190677966101696, -0.6507936507936509
4.131355932203389, -0.7976190476190477
5.180084745762712, -0.9246031746031746
6.133474576271186, -1.0476190476190477
7.11864406779661, -1.1785714285714286
8.040254237288135, -1.3015873015873016
8.930084745762711, -1.4563492063492065
9.75635593220339, -1.6150793650793651
10.360169491525424, -1.746031746031746
10.995762711864407, -1.9126984126984128
11.472457627118644, -2.0753968253968256
11.917372881355933, -2.257936507936508
12.521186440677965, -2.5
