x, y
0, 0
0.7627118644067796, -0.15873015873015905
1.652542372881356, -0.2976190476190479
2.3834745762711864, -0.373015873015873
3.4957627118644066, -0.4642857142857144
4.258474576271186, -0.51984126984127
5.688559322033898, -0.6071428571428572
6.991525423728813, -0.6865079365079365
7.881355932203389, -0.7341269841269842
8.739406779661017, -0.773809523809524
10.010593220338983, -0.8373015873015874
10.836864406779661, -0.873015873015873
12.203389830508474, -0.9444444444444446
13.188559322033898, -0.9920634920634921
14.364406779661016, -1.0476190476190477
15.413135593220339, -1.0992063492063493
16.620762711864405, -1.1587301587301588
17.63771186440678, -1.2182539682539684
18.75, -1.2817460317460319
19.766949152542374, -1.3412698412698414
20.94279661016949, -1.4166666666666667
21.896186440677965, -1.4880952380952381
22.944915254237287, -1.5674603174603177
23.93008474576271, -1.6587301587301588
24.915254237288135, -1.742063492063492
25.80508474576271, -1.8492063492063493
26.50423728813559, -1.9523809523809526
27.235169491525422, -2.0753968253968256
27.838983050847457, -2.2142857142857144
28.220338983050848, -2.3373015873015874
28.697033898305083, -2.5
