# m_WDM (keV), alpha
0.2500000  0.0010441
0.3000000  0.0038996
0.3500000  0.0068575
0.4000000  0.0098590
0.4500000  0.0128006
0.5000000  0.0157237
0.5500000  0.0186910
0.6000000  0.0218140
0.6500000  0.0248337
0.7000000  0.0277981
0.7500000  0.0307068
0.8000000  0.0336686
0.8500000  0.0364610
0.9000000  0.0392121
0.9500000  0.0419044
1.0000000  0.0444722
1.0500000  0.0471515
1.1000000  0.0496933
1.1500000  0.0520882
1.2000000  0.0545346
1.2500000  0.0568453
1.3000000  0.0589912
1.3500000  0.0612315
1.4000000  0.0633122
1.4500000  0.0654791
1.5000000  0.0673233
1.5500000  0.0691792
1.6000000  0.0710800
1.6500000  0.0728798
1.7000000  0.0744889
1.7500000  0.0761189
1.8000000  0.0775737
1.8500000  0.0791867
1.9000000  0.0806686
1.9500000  0.0819726
2.0000000  0.0833003
2.0500000  0.0845971
2.1000000  0.0859845
2.1500000  0.0870556
2.2000000  0.0881336
2.2500000  0.0892116
2.3000000  0.0902896
2.3500000  0.0913676
2.4000000  0.0924390
2.4500000  0.0932255
2.5000000  0.0943151
2.5500000  0.0950856
2.6000000  0.0961831
2.6500000  0.0968865
2.7000000  0.0975574
2.7500000  0.0982362
2.8000000  0.0989459
2.8500000  0.0997551
2.9000000  0.1005424
2.9500000  0.1011451
3.0000000  0.1018156
3.0500000  0.1023723
3.1000000  0.1029172
3.1500000  0.1034619
3.2000000  0.1040041
3.2500000  0.1046839
3.3000000  0.1052187
3.3500000  0.1056133
3.4000000  0.1061671
3.4500000  0.1065407
3.5000000  0.1069433
3.5500000  0.1074714
3.6000000  0.1078509
3.6500000  0.1083947
3.7000000  0.1087463
3.7500000  0.1090339
3.8000000  0.1094019
3.8500000  0.1098180
3.9000000  0.1102145
3.9500000  0.1104191
4.0000000  0.1108308
4.0500000  0.1112381
4.1000000  0.1115732
4.1500000  0.1118563
4.2000000  0.1120899
4.2500000  0.1123262
4.3000000  0.1126091
4.3500000  0.1129197
4.4000000  0.1132065
4.4500000  0.1134451
4.5000000  0.1136771
4.5500000  0.1139509
4.6000000  0.1142727
4.6500000  0.1144057
4.7000000  0.1145339
4.7500000  0.1148700
4.8000000  0.1149957
4.8500000  0.1151373
4.9000000  0.1154566
4.9500000  0.1155933
5.0000000  0.1157918
5.0500000  0.1160507
5.1000000  0.1161765
5.1500000  0.1163612
5.2000000  0.1166119
5.2500000  0.1166299
5.3000000  0.1169393
5.3500000  0.1169237
5.4000000  0.1172538
5.4500000  0.1172265
5.5000000  0.1175550
5.5500000  0.1175429
5.6000000  0.1177911
5.6500000  0.1178718
5.7000000  0.1181228
5.7500000  0.1182099
5.8000000  0.1182968
5.8500000  0.1184323
5.9000000  0.1186009
5.9500000  0.1187321
6.0000000  0.1187152
6.0500000  0.1188753
6.1000000  0.1190268
6.1500000  0.1191936
6.2000000  0.1193303
6.2500000  0.1193318
6.3000000  0.1194752
6.3500000  0.1196302
6.4000000  0.1196976
6.4500000  0.1197723
6.5000000  0.1199219
6.5500000  0.1199271
6.6000000  0.1200754
6.6500000  0.1201572
6.7000000  0.1202221
6.7500000  0.1203440
6.8000000  0.1203590
6.8500000  0.1205210
6.9000000  0.1205253
6.9500000  0.1206659
7.0000000  0.1208015
7.0500000  0.1208193
7.1000000  0.1208272
7.1500000  0.1209734
7.2000000  0.1211135
7.2500000  0.1211176
7.3000000  0.1211022
7.3500000  0.1212676
7.4000000  0.1212525
7.4500000  0.1214171
7.5000000  0.1214160
7.5500000  0.1215077
7.6000000  0.1215644
7.6500000  0.1216933
7.7000000  0.1217140
7.7500000  0.1217147
7.8000000  0.1218742
7.8500000  0.1218659
7.9000000  0.1220157
7.9500000  0.1220127
8.0000000  0.1220136
8.0500000  0.1221703
8.1000000  0.1221621
8.1500000  0.1221584
8.2000000  0.1223119
8.2500000  0.1223109
8.3000000  0.1223100
8.3500000  0.1224761
8.4000000  0.1224601
8.4500000  0.1224644
8.5000000  0.1226053
8.5500000  0.1226093
8.6000000  0.1226095
8.6500000  0.1226201
8.7000000  0.1227591
8.7500000  0.1227612
8.8000000  0.1229092
8.8500000  0.1229076
8.9000000  0.1229076
8.9500000  0.1229066
9.0000000  0.1230728
9.0500000  0.1230567
9.1000000  0.1230570
9.1500000  0.1230866
9.2000000  0.1232062
9.2500000  0.1232059
9.3000000  0.1232059
9.3500000  0.1232058
9.4000000  0.1231961
9.4500000  0.1233544
9.5000000  0.1233550
9.5500000  0.1233547
9.6000000  0.1234734
9.6500000  0.1235039
9.7000000  0.1235042
9.7483296  0.1236975
9.9977728  0.1236975
